ts_wall,stm32_timestamp,pixhawk_timestamp,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,voltage,current,rpm,temperature,torque,load,baro_t,baro_p,_FORMAT
1753881484.5555804,416.1990051269531,180.6300048828125,1677.0,1574.0,1880.0,0.0,2877.0,1099.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.4852294921875,<16f
1753881484.606731,416.281005859375,180.6300048828125,1672.0,1573.0,1862.0,0.0,2865.0,1108.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.4852294921875,<16f
1753881484.6580951,416.3219909667969,180.6300048828125,1672.0,1573.0,1862.0,0.0,2862.0,1110.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.4852294921875,<16f
1753881484.7094247,416.3630065917969,180.6300048828125,1672.0,1581.0,1870.0,0.0,2862.0,1110.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.4852294921875,<16f
1753881484.7606664,416.4049987792969,180.6300048828125,1665.0,1581.0,1870.0,0.0,2862.0,1104.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.4852294921875,<16f
1753881484.8118134,416.4599914550781,181.1230010986328,1665.0,1581.0,1871.0,0.0,2859.0,1104.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.5833129882812,<16f
1753881484.8630717,416.5419921875,181.1230010986328,1670.0,1567.0,1856.0,0.0,2867.0,1109.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.5833129882812,<16f
1753881484.9141958,416.5830078125,181.1230010986328,1678.0,1565.0,1856.0,0.0,2867.0,1109.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.5833129882812,<16f
1753881484.966374,416.6239929199219,181.1230010986328,1678.0,1565.0,1858.0,0.0,2871.0,1110.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.5833129882812,<16f
1753881485.0184095,416.6700134277344,181.1230010986328,1678.0,1565.0,1858.0,0.0,2871.0,1110.0,47.900001525878906,0.0,0.0,39.0,nan,nan,45.029998779296875,970.5833129882812,<16f
