ts_wall,stm32_timestamp,pixhawk_timestamp,thrust1,thrust2,thrust3,thrust4,thrust5,thrust6,voltage,current,rpm,temperature,torque,load,baro_t,baro_p,_FORMAT,throttle_pct
1753943718.3404562,7664.8017578125,7489.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,2.9000000953674316,1949.0,30.0,nan,nan,45.36000061035156,972.2326049804688,<16f,20
1753943718.3918715,7664.8427734375,7489.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,2.9000000953674316,1949.0,30.0,nan,nan,45.36000061035156,972.2326049804688,<16f,20
1753943718.4427643,7664.89404296875,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,47.900001525878906,2.9000000953674316,1949.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.49369,7664.98095703125,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.20000076293945,1.2000000476837158,1293.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.544516,7665.02197265625,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.20000076293945,1.2000000476837158,1293.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.5955083,7665.06298828125,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.20000076293945,1.2000000476837158,1293.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.6463392,7665.10986328125,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1303.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.6971111,7665.19189453125,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1303.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.7480195,7665.23291015625,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1303.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.798873,7665.27392578125,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1303.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.8497322,7665.31494140625,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1303.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.9005766,7665.35693359375,7490.1240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1303.0,30.0,nan,nan,45.34000015258789,972.2216186523438,<16f,20
1753943718.9512925,7665.453125,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.001876,7665.494140625,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.0526357,7665.53515625,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.1035454,7665.576171875,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1312.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.1544933,7665.623046875,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1309.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.2053106,7665.705078125,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1309.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.2562938,7665.74609375,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1309.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.3071735,7665.787109375,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1309.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.3580306,7665.828125,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1309.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
1753943719.4094183,7665.8701171875,7490.6240234375,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,2147483648.0,48.0,1.0,1309.0,30.0,nan,nan,45.349998474121094,972.2303466796875,<16f,20
